timestamp,epochs,train_acc,test_acc,pth,json,onnx
20251117_104023,5,0.9908,0.991,models/20251117_104023_MiniNet.pth,models/20251117_104023_MiniNet.json,models/20251117_104023_MiniNet.onnx
