model,point_idx,eps,delta,result,pred_class,ambiguous,solve_time_s,total_time_s,counterexample
20251030_112344_wide_net_weights.json,6,0.05,0.1,unsat,1,1,0.007801055908203125,0.01790904998779297,
20251030_112344_wide_net_weights.json,6,0.1,0.0,sat,1,5,0.18477296829223633,0.19513487815856934,"[-0.46595548889159333, 0.7363438272438266]"
20251030_112344_wide_net_weights.json,6,0.1,0.1,sat,1,5,0.09371685981750488,0.10420989990234375,"[-0.46595548889159333, 0.7320136145713095]"
20251030_112344_wide_net_weights.json,6,0.2,0.0,sat,1,12,3.7545039653778076,3.7649998664855957,"[-0.7604936008025389, 0.7822669540105281]"
20251030_112344_wide_net_weights.json,6,0.2,0.1,sat,1,12,9.336641788482666,9.347678899765015,"[-0.7640540127681095, 0.7712326121950183]"
20251030_112344_wide_net_weights.json,7,0.02,0.0,unsat,1,2,0.040461063385009766,0.05069398880004883,
20251030_112344_wide_net_weights.json,7,0.02,0.1,unsat,1,2,0.041046142578125,0.05106830596923828,
20251030_112344_wide_net_weights.json,7,0.05,0.0,unsat,1,3,0.039666175842285156,0.0499567985534668,
20251030_112344_wide_net_weights.json,7,0.05,0.1,unsat,1,3,0.039759159088134766,0.05013418197631836,
20251030_112344_wide_net_weights.json,7,0.1,0.0,unsat,1,5,0.05898714065551758,0.06906485557556152,
20251030_112344_wide_net_weights.json,7,0.1,0.1,sat,1,5,0.23761367797851562,0.2481689453125,"[0.07663042507092899, -0.713796358149322]"
20251030_112344_wide_net_weights.json,7,0.2,0.0,sat,1,7,0.06895589828491211,0.07985186576843262,"[0.11568699328293534, -0.7050488613139697]"
20251030_112344_wide_net_weights.json,7,0.2,0.1,sat,1,7,0.0439763069152832,0.0548100471496582,"[0.03930763702049432, -0.6176570912522993]"
20251030_112344_wide_net_weights.json,8,0.02,0.0,unsat,1,0,0.009948968887329102,0.02011394500732422,
20251030_112344_wide_net_weights.json,8,0.02,0.1,unsat,1,0,0.010338068008422852,0.02030634880065918,
20251030_112344_wide_net_weights.json,8,0.05,0.0,unsat,1,3,0.013846874237060547,0.024496078491210938,
20251030_112344_wide_net_weights.json,8,0.05,0.1,unsat,1,3,0.027166128158569336,0.03763103485107422,
20251030_112344_wide_net_weights.json,8,0.1,0.0,unsat,1,4,0.06617093086242676,0.07648396492004395,
20251030_112344_wide_net_weights.json,8,0.1,0.1,unsat,1,4,0.11289286613464355,0.12331914901733398,
20251030_112344_wide_net_weights.json,8,0.2,0.0,sat,1,9,0.41199207305908203,0.4226982593536377,"[0.42115135657099384, -0.7435921112295837]"
20251030_112344_wide_net_weights.json,8,0.2,0.1,sat,1,9,0.5415799617767334,0.5523431301116943,"[0.42115135657099384, -0.7394259736923017]"
20251030_112344_wide_net_weights.json,9,0.02,0.0,unsat,1,0,0.0048329830169677734,0.01513814926147461,
20251030_112344_wide_net_weights.json,9,0.02,0.1,unsat,1,0,0.00484776496887207,0.014948129653930664,
20251030_112344_wide_net_weights.json,9,0.05,0.0,unsat,1,0,0.004564046859741211,0.01460719108581543,
20251030_112344_wide_net_weights.json,9,0.05,0.1,unsat,1,0,0.004555940628051758,0.014783859252929688,
20251030_112344_wide_net_weights.json,9,0.1,0.0,unsat,1,2,0.011237144470214844,0.021270036697387695,
20251030_112344_wide_net_weights.json,9,0.1,0.1,unsat,1,2,0.02235698699951172,0.032328128814697266,
20251030_112344_wide_net_weights.json,9,0.2,0.0,sat,1,5,0.30587291717529297,0.31625914573669434,"[0.021803324148722485, -0.22195510723162062]"
20251030_112344_wide_net_weights.json,9,0.2,0.1,sat,1,5,0.08058977127075195,0.09081912040710449,"[0.045765830245682426, -0.40698090751835964]"
20251030_112350_small_net_weights.json,0,0.02,0.0,sat,0,0,0.0012018680572509766,0.0029859542846679688,"[-0.1342341697543176, -0.2116320771716061]"
20251030_112350_small_net_weights.json,0,0.02,0.1,sat,0,0,0.0010569095611572266,0.002910137176513672,"[-0.1342341697543176, -0.18698090751835972]"
20251030_112350_small_net_weights.json,0,0.05,0.0,sat,0,1,0.0019969940185546875,0.0038290023803710938,"[-0.10423416975431758, -0.20430056115730755]"
20251030_112350_small_net_weights.json,0,0.05,0.1,sat,0,1,0.0021131038665771484,0.0039730072021484375,"[-0.10423416975431758, -0.16697126846191973]"
20251030_112350_small_net_weights.json,0,0.1,0.0,sat,0,2,0.003023862838745117,0.005056858062744141,"[-0.25423416975431756, -0.3069809075183597]"
20251030_112350_small_net_weights.json,0,0.1,0.1,sat,0,2,0.0030858516693115234,0.0049631595611572266,"[-0.25423416975431756, -0.2036288485334125]"
20251030_112350_small_net_weights.json,0,0.2,0.0,sat,0,2,0.0021402835845947266,0.004005908966064453,"[-0.3542341697543176, -0.4069809075183597]"
20251030_112350_small_net_weights.json,0,0.2,0.1,sat,0,2,0.002337932586669922,0.0043277740478515625,"[-0.3542341697543176, -0.4069809075183597]"
20251030_112350_small_net_weights.json,1,0.02,0.0,unsat,1,0,0.0007262229919433594,0.002395153045654297,
20251030_112350_small_net_weights.json,1,0.02,0.1,sat,1,0,0.0008628368377685547,0.002557992935180664,"[0.5655871544374179, -0.04323219294716964]"
20251030_112350_small_net_weights.json,1,0.05,0.0,sat,1,2,0.002446889877319336,0.004324913024902344,"[0.635587154437418, -0.023500164956265154]"
20251030_112350_small_net_weights.json,1,0.05,0.1,sat,1,2,0.00635218620300293,0.008135795593261719,"[0.635587154437418, -0.057531662948720017]"
20251030_112350_small_net_weights.json,1,0.1,0.0,sat,1,3,0.003559112548828125,0.005430936813354492,"[0.48558715443741796, 0.036767807052830365]"
20251030_112350_small_net_weights.json,1,0.1,0.1,sat,1,3,0.0030410289764404297,0.005181789398193359,"[0.48558715443741796, 0.036767807052830365]"
20251030_112350_small_net_weights.json,1,0.2,0.0,sat,1,3,0.006438255310058594,0.008338212966918945,"[0.785587154437418, 0.13676780705283012]"
20251030_112350_small_net_weights.json,1,0.2,0.1,sat,1,3,0.006840705871582031,0.008707046508789062,"[0.785587154437418, 0.07993407201728038]"
20251030_112350_small_net_weights.json,2,0.02,0.0,unsat,0,1,0.0015749931335449219,0.0032820701599121094,
20251030_112350_small_net_weights.json,2,0.02,0.1,sat,0,1,0.0012936592102050781,0.0031266212463378906,"[0.37192062173459867, -0.0506067191590538]"
20251030_112350_small_net_weights.json,2,0.05,0.0,sat,0,1,0.001641988754272461,0.003445863723754883,"[0.39547170347350225, -0.08218050742368073]"
20251030_112350_small_net_weights.json,2,0.05,0.1,sat,0,1,0.0012569427490234375,0.003353118896484375,"[0.3419206217345987, -0.057938235173352344]"
20251030_112350_small_net_weights.json,2,0.1,0.0,sat,0,2,0.0012798309326171875,0.0031299591064453125,"[0.29192062173459865, -0.10748672122590441]"
20251030_112350_small_net_weights.json,2,0.1,0.1,sat,0,2,0.002576112747192383,0.004477024078369141,"[0.4919206217345987, -0.13218050742368073]"
20251030_112350_small_net_weights.json,2,0.2,0.0,sat,0,3,0.002891063690185547,0.004756927490234375,"[0.19192062173459867, -0.23218050742368074]"
20251030_112350_small_net_weights.json,2,0.2,0.1,sat,0,3,0.004643678665161133,0.006534099578857422,"[0.19192062173459867, -0.09459581524484512]"
20251030_112350_small_net_weights.json,3,0.02,0.0,unsat,0,0,0.0009717941284179688,0.002664804458618164,
20251030_112350_small_net_weights.json,3,0.02,0.1,unsat,0,0,0.0010738372802734375,0.0029032230377197266,
20251030_112350_small_net_weights.json,3,0.05,0.0,unsat,0,0,0.0017681121826171875,0.003506898880004883,
20251030_112350_small_net_weights.json,3,0.05,0.1,unsat,0,0,0.0018339157104492188,0.003551959991455078,
20251030_112350_small_net_weights.json,3,0.1,0.0,unsat,0,1,0.0010330677032470703,0.0027108192443847656,
20251030_112350_small_net_weights.json,3,0.1,0.1,sat,0,1,0.00257110595703125,0.0044100284576416016,"[-1.3862501038090327, -0.4802752801655218]"
20251030_112350_small_net_weights.json,3,0.2,0.0,sat,0,2,0.0029549598693847656,0.004929065704345703,"[-1.173461173889164, -0.5802752801655218]"
20251030_112350_small_net_weights.json,3,0.2,0.1,sat,0,2,0.0022993087768554688,0.004214048385620117,"[-1.573461173889164, -0.5260266454437369]"
20251030_112350_small_net_weights.json,4,0.02,0.0,unsat,0,1,0.0010991096496582031,0.002794981002807617,
20251030_112350_small_net_weights.json,4,0.02,0.1,unsat,0,1,0.001123189926147461,0.0027952194213867188,
20251030_112350_small_net_weights.json,4,0.05,0.0,unsat,0,1,0.0011141300201416016,0.0029239654541015625,
20251030_112350_small_net_weights.json,4,0.05,0.1,sat,0,1,0.0012950897216796875,0.003092050552368164,"[1.5259889276803646, 0.831054756387804]"
20251030_112350_small_net_weights.json,4,0.1,0.0,sat,0,1,0.001268148422241211,0.0030579566955566406,"[1.5043583688635487, 0.7810547563878041]"
20251030_112350_small_net_weights.json,4,0.1,0.1,sat,0,1,0.0013298988342285156,0.003348112106323242,"[1.472455022803477, 0.7810547563878041]"
20251030_112350_small_net_weights.json,4,0.2,0.0,sat,0,2,0.0013189315795898438,0.003100872039794922,"[1.3972905591097728, 0.681054756387804]"
20251030_112350_small_net_weights.json,4,0.2,0.1,sat,0,2,0.0020627975463867188,0.0038461685180664062,"[1.6512501364106535, 0.681054756387804]"
20251030_112350_small_net_weights.json,5,0.02,0.0,unsat,1,0,0.0010950565338134766,0.0027489662170410156,
20251030_112350_small_net_weights.json,5,0.02,0.1,unsat,1,0,0.0011661052703857422,0.0028481483459472656,
20251030_112350_small_net_weights.json,5,0.05,0.0,unsat,1,0,0.0010089874267578125,0.0028810501098632812,
20251030_112350_small_net_weights.json,5,0.05,0.1,unsat,1,0,0.000985860824584961,0.0026750564575195312,
20251030_112350_small_net_weights.json,5,0.1,0.0,unsat,1,1,0.000997781753540039,0.002749919891357422,
20251030_112350_small_net_weights.json,5,0.1,0.1,unsat,1,1,0.0009989738464355469,0.002885103225708008,
20251030_112350_small_net_weights.json,5,0.2,0.0,sat,1,2,0.0008831024169921875,0.0027680397033691406,"[0.0, -0.16490711420544585]"
20251030_112350_small_net_weights.json,5,0.2,0.1,sat,1,2,0.002494335174560547,0.004368782043457031,"[-0.2721100641126839, -0.2826560141161305]"
20251030_112350_small_net_weights.json,6,0.02,0.0,unsat,0,0,0.0010020732879638672,0.0027778148651123047,
20251030_112350_small_net_weights.json,6,0.02,0.1,unsat,0,0,0.0009758472442626953,0.0026099681854248047,
20251030_112350_small_net_weights.json,6,0.05,0.0,unsat,0,0,0.0018222332000732422,0.0035631656646728516,
20251030_112350_small_net_weights.json,6,0.05,0.1,unsat,0,0,0.0017189979553222656,0.003381013870239258,
20251030_112350_small_net_weights.json,6,0.1,0.0,unsat,0,0,0.001020193099975586,0.0027217864990234375,
20251030_112350_small_net_weights.json,6,0.1,0.1,unsat,0,0,0.0009400844573974609,0.0027971267700195312,
20251030_112350_small_net_weights.json,6,0.2,0.0,sat,0,1,0.0012547969818115234,0.0030510425567626953,"[-0.47019144226093573, -0.2937346146216839]"
20251030_112350_small_net_weights.json,6,0.2,0.1,sat,0,1,0.0012161731719970703,0.0029969215393066406,"[-0.47019144226093573, -0.2564053219262961]"
20251030_112350_small_net_weights.json,7,0.02,0.0,unsat,0,0,0.0010259151458740234,0.002827167510986328,
20251030_112350_small_net_weights.json,7,0.02,0.1,unsat,0,0,0.0009491443634033203,0.002602100372314453,
20251030_112350_small_net_weights.json,7,0.05,0.0,unsat,0,0,0.0018460750579833984,0.003511190414428711,
20251030_112350_small_net_weights.json,7,0.05,0.1,unsat,0,0,0.0016031265258789062,0.0032587051391601562,
20251030_112350_small_net_weights.json,7,0.1,0.0,unsat,0,0,0.0017180442810058594,0.0034818649291992188,
20251030_112350_small_net_weights.json,7,0.1,0.1,unsat,0,0,0.001688241958618164,0.003515005111694336,
20251030_112350_small_net_weights.json,7,0.2,0.0,sat,0,1,0.0012879371643066406,0.003120899200439453,"[-1.3509764630576346, -0.50898426412586]"
20251030_112350_small_net_weights.json,7,0.2,0.1,sat,0,1,0.002613067626953125,0.00436711311340332,"[-1.5075616077414884, -0.5099218546255032]"
20251030_112350_small_net_weights.json,8,0.02,0.0,unsat,0,0,0.0009672641754150391,0.002707958221435547,
20251030_112350_small_net_weights.json,8,0.02,0.1,unsat,0,0,0.0009636878967285156,0.002637147903442383,
20251030_112350_small_net_weights.json,8,0.05,0.0,unsat,0,0,0.0017170906066894531,0.0035698413848876953,
20251030_112350_small_net_weights.json,8,0.05,0.1,unsat,0,0,0.0017199516296386719,0.003364086151123047,
20251030_112350_small_net_weights.json,8,0.1,0.0,unsat,0,0,0.0010988712310791016,0.0028848648071289062,
20251030_112350_small_net_weights.json,8,0.1,0.1,unsat,0,0,0.0008950233459472656,0.0025250911712646484,
20251030_112350_small_net_weights.json,8,0.2,0.0,unsat,0,1,0.0010023117065429688,0.0027229785919189453,
20251030_112350_small_net_weights.json,8,0.2,0.1,unsat,0,1,0.0010390281677246094,0.0030710697174072266,
20251030_112350_small_net_weights.json,9,0.02,0.0,unsat,1,0,0.0008089542388916016,0.0024602413177490234,
20251030_112350_small_net_weights.json,9,0.02,0.1,unsat,1,0,0.0008840560913085938,0.0026140213012695312,
20251030_112350_small_net_weights.json,9,0.05,0.0,unsat,1,0,0.001110076904296875,0.0027811527252197266,
20251030_112350_small_net_weights.json,9,0.05,0.1,unsat,1,0,0.000942230224609375,0.0026450157165527344,
20251030_112350_small_net_weights.json,9,0.1,0.0,unsat,1,0,0.0009028911590576172,0.002583026885986328,
20251030_112350_small_net_weights.json,9,0.1,0.1,unsat,1,0,0.0011179447174072266,0.0028090476989746094,
20251030_112350_small_net_weights.json,9,0.2,0.0,unsat,1,0,0.0009028911590576172,0.002583026885986328,
20251030_112350_small_net_weights.json,9,0.2,0.1,unsat,1,0,0.0008928775787353516,0.002524852752685547,
20251030_112350_tiny_net_weights.json,0,0.02,0.0,unsat,1,1,0.0032570362091064453,0.0073053836822509766,
20251030_112350_tiny_net_weights.json,0,0.02,0.1,sat,1,1,0.004108905792236328,0.008347749710083008,"[1.052421921894646, 0.09174726657508275]"
20251030_112350_tiny_net_weights.json,0,0.05,0.0,sat,1,2,0.013150930404663086,0.017544269561767578,"[1.0241398090912066, 0.02677218215151042]"
20251030_112350_tiny_net_weights.json,0,0.05,0.1,sat,1,2,0.005934000015258789,0.010039806365966797,"[1.022421921894646, 0.12677218215151043]"
20251030_112350_tiny_net_weights.json,0,0.1,0.0,sat,1,3,0.003287076950073242,0.0075070858001708984,"[0.972421921894646, 0.0]"
20251030_112350_tiny_net_weights.json,0,0.1,0.1,sat,1,3,0.0049440860748291016,0.009081125259399414,"[0.972421921894646, 0.1454974215500366]"
20251030_112350_tiny_net_weights.json,0,0.2,0.0,sat,1,5,0.004237174987792969,0.008526802062988281,"[0.8724219218946461, 0.0]"
20251030_112350_tiny_net_weights.json,0,0.2,0.1,sat,1,5,0.01826786994934082,0.022617101669311523,"[1.0175120459362186, 0.27677218215151045]"
20251030_112350_tiny_net_weights.json,1,0.02,0.0,unsat,1,0,0.005589962005615234,0.00962209701538086,
20251030_112350_tiny_net_weights.json,1,0.02,0.1,unsat,1,0,0.0054738521575927734,0.00957489013671875,
20251030_112350_tiny_net_weights.json,1,0.05,0.0,sat,1,2,0.016140222549438477,0.02044200897216797,"[-0.7343599444582192, 0.5852481546565831]"
20251030_112350_tiny_net_weights.json,1,0.05,0.1,sat,1,2,0.013841867446899414,0.018198013305664062,"[-0.7249539305033185, 0.5852481546565831]"
20251030_112350_tiny_net_weights.json,1,0.1,0.0,sat,1,4,0.013098001480102539,0.017431259155273438,"[-0.7945755148555235, 0.49345335195238593]"
20251030_112350_tiny_net_weights.json,1,0.1,0.1,sat,1,4,0.008877754211425781,0.013240814208984375,"[-0.7945755148555235, 0.49345335195238593]"
20251030_112350_tiny_net_weights.json,1,0.2,0.0,sat,1,5,0.07744193077087402,0.0821070671081543,"[-0.6677221041052848, 0.735248154656583]"
20251030_112350_tiny_net_weights.json,1,0.2,0.1,sat,1,5,0.0291898250579834,0.03364396095275879,"[-0.6759603344604719, 0.6876501442403252]"
20251030_112350_tiny_net_weights.json,2,0.02,0.0,unsat,1,1,0.003149271011352539,0.007232666015625,
20251030_112350_tiny_net_weights.json,2,0.02,0.1,unsat,1,1,0.003141164779663086,0.0072748661041259766,
20251030_112350_tiny_net_weights.json,2,0.05,0.0,sat,1,5,0.04774212837219238,0.0520932674407959,"[-0.5188080826069488, 0.737464307077488]"
20251030_112350_tiny_net_weights.json,2,0.05,0.1,sat,1,5,0.03840899467468262,0.0427861213684082,"[-0.5298455650808327, 0.737464307077488]"
20251030_112350_tiny_net_weights.json,2,0.1,0.0,sat,1,5,0.034587860107421875,0.03912186622619629,"[-0.6659554888915933, 0.7874643070774879]"
20251030_112350_tiny_net_weights.json,2,0.1,0.1,sat,1,5,0.046543121337890625,0.05091524124145508,"[-0.6659554888915933, 0.7094986748951495]"
20251030_112350_tiny_net_weights.json,2,0.2,0.0,sat,1,5,0.11630105972290039,0.12092280387878418,"[-0.615066167492918, 0.8419384431956229]"
20251030_112350_tiny_net_weights.json,2,0.2,0.1,sat,1,5,0.04160284996032715,0.04612612724304199,"[-0.615066167492918, 0.8419384431956229]"
20251030_112350_tiny_net_weights.json,3,0.02,0.0,unsat,1,1,0.0041010379791259766,0.00825190544128418,
20251030_112350_tiny_net_weights.json,3,0.02,0.1,unsat,1,1,0.0037980079650878906,0.008110761642456055,
20251030_112350_tiny_net_weights.json,3,0.05,0.0,unsat,1,1,0.0027370452880859375,0.0070302486419677734,
20251030_112350_tiny_net_weights.json,3,0.05,0.1,unsat,1,1,0.0028998851776123047,0.00721287727355957,
20251030_112350_tiny_net_weights.json,3,0.1,0.0,sat,1,2,0.007245063781738281,0.011574983596801758,"[0.12720376187669652, -0.38791404146009456]"
20251030_112350_tiny_net_weights.json,3,0.1,0.1,sat,1,2,0.0035529136657714844,0.008068084716796875,"[0.07510523141034735, -0.38791404146009445]"
20251030_112350_tiny_net_weights.json,3,0.2,0.0,sat,1,4,0.014564275741577148,0.019112825393676758,"[0.22720376187669653, -0.28791404146009475]"
20251030_112350_tiny_net_weights.json,3,0.2,0.1,sat,1,4,0.011636972427368164,0.01604914665222168,"[0.13636343627933495, -0.2879140414600944]"
20251030_112350_tiny_net_weights.json,4,0.02,0.0,unsat,1,1,0.004251956939697266,0.008310079574584961,
20251030_112350_tiny_net_weights.json,4,0.02,0.1,unsat,1,1,0.004242897033691406,0.008455038070678711,
20251030_112350_tiny_net_weights.json,4,0.05,0.0,unsat,1,2,0.00185394287109375,0.006041049957275391,
20251030_112350_tiny_net_weights.json,4,0.05,0.1,unsat,1,2,0.0018639564514160156,0.006079196929931641,
20251030_112350_tiny_net_weights.json,4,0.1,0.0,sat,1,3,0.006309032440185547,0.010716915130615234,"[0.21566922607499914, -0.7515982112813849]"
20251030_112350_tiny_net_weights.json,4,0.1,0.1,sat,1,3,0.009989738464355469,0.014518022537231445,"[0.20649011562515854, -0.7515982112813849]"
20251030_112350_tiny_net_weights.json,4,0.2,0.0,sat,1,6,0.042695045471191406,0.047348976135253906,"[0.2152155139862245, -0.752465235079822]"
20251030_112350_tiny_net_weights.json,4,0.2,0.1,sat,1,6,0.055895090103149414,0.060534000396728516,"[0.4590823609489196, -0.651598211281385]"
20251030_112350_tiny_net_weights.json,5,0.02,0.0,unsat,1,1,0.003841876983642578,0.007946014404296875,
20251030_112350_tiny_net_weights.json,5,0.02,0.1,unsat,1,1,0.0037941932678222656,0.008023738861083984,
20251030_112350_tiny_net_weights.json,5,0.05,0.0,unsat,1,1,0.003704071044921875,0.008023977279663086,
20251030_112350_tiny_net_weights.json,5,0.05,0.1,unsat,1,1,0.003634929656982422,0.007865190505981445,
20251030_112350_tiny_net_weights.json,5,0.1,0.0,sat,1,3,0.015702009201049805,0.019936084747314453,"[0.19712477708815693, -0.6937081214487161]"
20251030_112350_tiny_net_weights.json,5,0.1,0.1,sat,1,3,0.010992050170898438,0.015419960021972656,"[0.185576687488906, -0.693708121448716]"
20251030_112350_tiny_net_weights.json,5,0.2,0.0,sat,1,6,0.04486894607543945,0.049433231353759766,"[0.2788618653428759, -0.630839863670965]"
20251030_112350_tiny_net_weights.json,5,0.2,0.1,sat,1,6,0.09333610534667969,0.09772896766662598,"[0.2788618653428759, -0.630839863670965]"
20251030_112350_tiny_net_weights.json,6,0.02,0.0,unsat,0,1,0.0025148391723632812,0.006613969802856445,
20251030_112350_tiny_net_weights.json,6,0.02,0.1,unsat,0,1,0.0026650428771972656,0.00673222541809082,
20251030_112350_tiny_net_weights.json,6,0.05,0.0,unsat,0,1,0.0025510787963867188,0.006600141525268555,
20251030_112350_tiny_net_weights.json,6,0.05,0.1,unsat,0,1,0.00244903564453125,0.00667881965637207,
20251030_112350_tiny_net_weights.json,6,0.1,0.0,unsat,0,3,0.023853778839111328,0.028265953063964844,
20251030_112350_tiny_net_weights.json,6,0.1,0.1,unsat,0,3,0.01104283332824707,0.015380144119262695,
20251030_112350_tiny_net_weights.json,6,0.2,0.0,unsat,0,5,0.06610512733459473,0.07038688659667969,
20251030_112350_tiny_net_weights.json,6,0.2,0.1,unsat,0,5,0.07543015480041504,0.07963800430297852,
20251030_112350_tiny_net_weights.json,7,0.02,0.0,unsat,1,1,0.003926992416381836,0.007945060729980469,
20251030_112350_tiny_net_weights.json,7,0.02,0.1,unsat,1,1,0.004045009613037109,0.008156299591064453,
20251030_112350_tiny_net_weights.json,7,0.05,0.0,unsat,1,1,0.00390625,0.008088111877441406,
20251030_112350_tiny_net_weights.json,7,0.05,0.1,unsat,1,1,0.003983020782470703,0.008182764053344727,
20251030_112350_tiny_net_weights.json,7,0.1,0.0,unsat,1,3,0.018423795700073242,0.022687196731567383,
20251030_112350_tiny_net_weights.json,7,0.1,0.1,unsat,1,3,0.010684967041015625,0.014831781387329102,
20251030_112350_tiny_net_weights.json,7,0.2,0.0,sat,1,6,0.08330702781677246,0.08773303031921387,"[0.7513729229482042, -0.67639684729544]"
20251030_112350_tiny_net_weights.json,7,0.2,0.1,sat,1,6,0.05605363845825195,0.060501813888549805,"[0.7513729229482042, -0.67639684729544]"
20251030_112350_tiny_net_weights.json,8,0.02,0.0,unsat,1,0,0.0027141571044921875,0.006876230239868164,
20251030_112350_tiny_net_weights.json,8,0.02,0.1,unsat,1,0,0.002512216567993164,0.00650334358215332,
20251030_112350_tiny_net_weights.json,8,0.05,0.0,unsat,1,1,0.0026378631591796875,0.006972074508666992,
20251030_112350_tiny_net_weights.json,8,0.05,0.1,unsat,1,1,0.003087759017944336,0.009601116180419922,
20251030_112350_tiny_net_weights.json,8,0.1,0.0,unsat,1,2,0.0033121109008789062,0.008615970611572266,
20251030_112350_tiny_net_weights.json,8,0.1,0.1,unsat,1,2,0.003305196762084961,0.008599042892456055,
20251030_112350_tiny_net_weights.json,8,0.2,0.0,sat,1,4,0.011147022247314453,0.015695810317993164,"[0.12788993588731612, -0.5107408497757968]"
20251030_112350_tiny_net_weights.json,8,0.2,0.1,sat,1,4,0.02136397361755371,0.025961875915527344,"[0.12788993588731612, -0.5340264465643374]"
20251030_112350_tiny_net_weights.json,9,0.02,0.0,unsat,0,0,0.0032300949096679688,0.007241010665893555,
20251030_112350_tiny_net_weights.json,9,0.02,0.1,unsat,0,0,0.003268003463745117,0.00757908821105957,
20251030_112350_tiny_net_weights.json,9,0.05,0.0,unsat,0,0,0.003194093704223633,0.007398843765258789,
20251030_112350_tiny_net_weights.json,9,0.05,0.1,unsat,0,0,0.0032329559326171875,0.0074460506439208984,
20251030_112350_tiny_net_weights.json,9,0.1,0.0,unsat,0,1,0.0028650760650634766,0.007127046585083008,
20251030_112350_tiny_net_weights.json,9,0.1,0.1,unsat,0,1,0.0028989315032958984,0.0070650577545166016,
20251030_112350_tiny_net_weights.json,9,0.2,0.0,sat,0,2,0.007908105850219727,0.012192964553833008,"[-1.173461173889164, -0.3325215775972524]"
20251030_112350_tiny_net_weights.json,9,0.2,0.1,sat,0,2,0.010304927825927734,0.014792919158935547,"[-1.173461173889164, -0.39878964798097394]"
20251030_112350_wide_net_weights.json,0,0.02,0.0,sat,0,0,0.005112886428833008,0.015785932540893555,"[0.007203761876696536, -0.4679140414600944]"
20251030_112350_wide_net_weights.json,0,0.02,0.1,sat,0,0,0.005064964294433594,0.015478134155273438,"[0.007203761876696524, -0.46791404146009447]"
20251030_112350_wide_net_weights.json,0,0.05,0.0,sat,0,2,0.014649152755737305,0.025265216827392578,"[-0.02279623812330348, -0.5379140414600942]"
20251030_112350_wide_net_weights.json,0,0.05,0.1,sat,0,2,0.004495859146118164,0.015002012252807617,"[0.0, -0.43791404146009444]"
20251030_112350_wide_net_weights.json,0,0.1,0.0,sat,0,3,0.0581660270690918,0.06863188743591309,"[-0.07279623812330341, -0.38791404146009445]"
20251030_112350_wide_net_weights.json,0,0.1,0.1,sat,0,3,0.02834916114807129,0.03877902030944824,"[-0.07279623812330345, -0.5879140414600944]"
20251030_112350_wide_net_weights.json,0,0.2,0.0,sat,0,5,0.03850078582763672,0.04885101318359375,"[-0.008957999063626489, -0.6879140414600944]"
20251030_112350_wide_net_weights.json,0,0.2,0.1,sat,0,5,0.07328367233276367,0.08365201950073242,"[-0.004608942394766688, -0.2879140414600944]"
20251030_112350_wide_net_weights.json,1,0.02,0.0,unsat,1,1,0.008717060089111328,0.018619060516357422,
20251030_112350_wide_net_weights.json,1,0.02,0.1,unsat,1,1,0.009158134460449219,0.019143104553222656,
20251030_112350_wide_net_weights.json,1,0.05,0.0,sat,1,5,0.022701025009155273,0.03312206268310547,"[0.08327042000056617, -0.7437081214487159]"
20251030_112350_wide_net_weights.json,1,0.05,0.1,sat,1,5,0.045990943908691406,0.05657386779785156,"[0.06136753409538364, -0.7437081214487159]"
20251030_112350_wide_net_weights.json,1,0.1,0.0,sat,1,5,0.17129015922546387,0.18179702758789062,"[0.0684769365429497, -0.7514875588995062]"
20251030_112350_wide_net_weights.json,1,0.1,0.1,sat,1,5,0.1393880844116211,0.1500840187072754,"[0.05286060944865441, -0.693708121448716]"
20251030_112350_wide_net_weights.json,1,0.2,0.0,sat,1,5,0.019781112670898438,0.030193090438842773,"[0.0684769365429497, -0.7514875588995062]"
20251030_112350_wide_net_weights.json,1,0.2,0.1,sat,1,5,0.062367916107177734,0.07274317741394043,"[0.24600260146080172, -0.5937081214487159]"
20251030_112350_wide_net_weights.json,2,0.02,0.0,sat,1,2,0.03341412544250488,0.04355216026306152,"[1.052421921894646, 0.07465049655220186]"
20251030_112350_wide_net_weights.json,2,0.02,0.1,sat,1,2,0.012191057205200195,0.022449970245361328,"[1.052421921894646, 0.09677218215151043]"
20251030_112350_wide_net_weights.json,2,0.05,0.0,sat,1,5,0.03606009483337402,0.04673504829406738,"[1.022421921894646, 0.09634986909965795]"
20251030_112350_wide_net_weights.json,2,0.05,0.1,sat,1,5,0.12140488624572754,0.13154816627502441,"[1.022421921894646, 0.026772182151510816]"
20251030_112350_wide_net_weights.json,2,0.1,0.0,sat,1,5,0.008238077163696289,0.01847100257873535,"[0.972421921894646, 0.0]"
20251030_112350_wide_net_weights.json,2,0.1,0.1,sat,1,5,0.025629281997680664,0.03604412078857422,"[0.972421921894646, 0.10647808623531357]"
20251030_112350_wide_net_weights.json,2,0.2,0.0,sat,1,6,0.05791282653808594,0.06847810745239258,"[0.9634959818466973, 0.03611925217565156]"
20251030_112350_wide_net_weights.json,2,0.2,0.1,sat,1,6,0.07047510147094727,0.08076310157775879,"[0.929167229727281, -0.017689219948540814]"
20251030_112350_wide_net_weights.json,3,0.02,0.0,unsat,1,1,0.006812095642089844,0.01726698875427246,
20251030_112350_wide_net_weights.json,3,0.02,0.1,unsat,1,1,0.006719112396240234,0.016690969467163086,
